,RETAILER_ID,TXN_COUNT,ITEM_COUNT,DOLLAR_SALES,category_hh_idx,log_txn_count,log_itemcount,log_dollar_sales,log_cat_hh,norm_log_txn_count,norm_log_itemcount,norm_log_dollar_sales,norm_log_cat_hh,labels_from_model,tsne_1,tsne_2,tsne_3
118,873,37803,99209,1536288.09,0.473893745,10.54014374,11.50498401,14.24487973,-0.746772149,-2.74438495,-2.791848037,-2.349065399,1.042374081,1,-6.891800404,3.756317616,-1.583136201
119,417,188963,651190,8899682.59,0.483016568,12.14930651,13.38655674,16.00152617,-0.727704324,-0.409822841,-0.60913832,-0.243234654,1.121673438,3,-2.393630266,2.994065285,-1.619294167
120,2159,275960,1136818,18600000,0.358044839,12.52801121,13.94374369,16.73867214,-1.027097052,0.139599293,0.037223823,0.640440406,-0.123442342,2,1.140957594,0.677913427,-0.11198353
121,854,347562,2278936,23100000,0.30427159,12.75869835,14.63921923,16.95534318,-1.189834587,0.474278585,0.844006995,0.900181081,-0.800235908,0,4.134436131,-2.5261724,0.743801475
122,626,443283,2327917,34000000,0.326835161,13.00196367,14.66048443,17.34187108,-1.118299331,0.827206222,0.868675602,1.363542594,-0.502734777,0,6.117348671,-2.0362463,0.349425405
123,829,575244,6036105,22900000,0.301003357,13.26254958,15.61326949,16.94664747,-1.200633863,1.205262436,1.973949496,0.88975685,-0.845147984,0,6.601325989,-3.722962141,2.315008879
124,1955,203394,660500,8656286.41,0.674930657,12.22290026,13.4007524,15.97379637,-0.393145324,-0.303053534,-0.592670703,-0.276476557,2.513038859,3,-2.361780405,4.634669304,-2.516292095
125,3447,805826,4204032,52000000,0.324685507,13.59962312,15.25155462,17.76675428,-1.124898237,1.694286376,1.554343836,1.872883617,-0.530178333,0,8.43526268,-3.060156345,1.431932688
126,19,278429,2539527,12300000,0.291778606,12.53691837,14.7474884,16.32510982,-1.231759964,0.152521742,0.969604151,0.14467061,-0.97459535,2,1.894797206,-3.239751816,0.905514598
127,82,202434,1786040,14200000,0.28199723,12.21816919,14.39551144,16.46875252,-1.26585803,-0.309917347,0.561294904,0.316866456,-1.116402533,2,0.916759908,-3.00217104,1.700358868
128,415,502808,2124379,28800000,0.32584472,13.12796367,14.56899008,17.17588595,-1.121334332,1.010006136,0.762538003,1.164563107,-0.515356749,0,5.910748005,-1.823917627,0.781428695
129,8,375007,1980306,14800000,0.317986086,12.83469997,14.49876194,16.51013774,-1.145747652,0.584541213,0.681070168,0.366478181,-0.616886972,0,3.059421539,-1.483461738,0.59253037
130,838,685853,3487747,34900000,0.317645962,13.4384186,15.06476653,17.36799739,-1.146817842,1.460411984,1.337661171,1.394862257,-0.621337683,0,7.3433218,-2.971078873,1.384161592
131,426,280197,1265306,8539400.55,0.362020345,12.54324821,14.05082455,15.96020137,-1.016054868,0.161705026,0.161442476,-0.292773953,-0.077520059,2,-0.614995301,-0.38503179,-0.599166751
132,527,135833,605622,9913589.32,0.321858678,11.81918147,13.31401131,16.10941703,-1.133642717,-0.888765944,-0.693294309,-0.113897361,-0.566544915,2,-3.521431446,0.12681742,1.126199484
133,92,395342,2271595,22500000,0.313762909,12.88750649,14.63599279,16.92902587,-1.159117645,0.661152545,0.840264179,0.868632446,-0.672490159,0,4.516497612,-2.139424324,0.822744906
134,576,219889,886889,9797547.62,0.539718012,12.30087815,13.69547511,16.09764267,-0.616708476,-0.189923756,-0.25077899,-0.128012219,1.583283453,3,-1.896808386,3.550891876,-2.017268658
135,627,621852,3255887,46600000,0.333877873,13.3404574,14.9959753,17.6571111,-1.096980003,1.318290563,1.257860227,1.741445685,-0.414071863,0,7.909490585,-2.388841152,1.063107252
136,167,575369,2934929,39400000,0.339647757,13.26276685,14.89219382,17.48927637,-1.079846207,1.205577658,1.137469002,1.540248952,-0.342815756,0,7.409646034,-2.24527812,0.803170443
137,245,233940,784750,9099965.83,0.359779156,12.36281995,13.57312047,16.02378122,-1.022264891,-0.100059027,-0.39271592,-0.216555773,-0.103346328,2,-1.839702249,0.193098381,-0.206194863
138,1948,115092,358845,4713240.7,0.547710499,11.65348709,12.79064582,15.36588628,-0.602008417,-1.129154196,-1.300422019,-1.005226369,1.644418118,1,-4.640941143,4.12644577,-1.906862259
139,803,230802,739761,8913208.16,0.339191437,12.34931548,13.51408244,16.0030448,-1.081190619,-0.119651221,-0.461202719,-0.241414155,-0.348406904,2,-2.165118694,-0.245029777,0.101758592
140,65,119050,536632,5212051.58,0.333055897,11.68729885,13.19306785,15.46648411,-1.099444945,-1.080100324,-0.833594207,-0.884631801,-0.424323072,1,-5.317578316,0.624444127,0.117091954
141,153,156082,634587,9132651.56,0.340000685,11.95813679,13.36072967,16.02736663,-1.078807647,-0.687170535,-0.639098886,-0.212257651,-0.338496587,2,-3.305739164,0.2416967,0.883151889
142,230,576184,3133848,31000000,0.328370312,13.26418233,14.9577722,17.24949776,-1.113613308,1.207631227,1.213542898,1.252807403,-0.483246522,0,6.87971735,-2.527885437,1.020349145
